"Source","Target"
"Zyprexa Zydis","DAO"
"EDOXABAN","DAO"
"EGT0001442","DAO"
"Increlex","DAO"
"Humulin N","DAO"
"Seretide 500","DAO"
"Nesiritide","DAO"
"FORXIGA","DAO"
"BELATACEPT","DAO"
"Duromine","DAO"
"Rhufab","DAO"
"Abilify","DAO"
"Meflam 500","DAO"
"NUTROPIN AQ","DAO"
"BEXAGLIFLOZIN","DAO"
"AZD6140","DAO"
"HYDROCHLOROTHIAZIDE INTENSOL","DAO"
"PONSTEL","DAO"
"Genotropin [Rdna Origin]","DAO"
"Thrombophob","DAO"
"AMG-108","DAO"
"OPC-31","DAO"
"TENKOFRUSE","DAO"
"GENCARDIA","DAO"
"GENOTROPIN KABIPEN","DAO"
"KENTAMOL","DAO"
"Lopace","DAO"
"Aldactone","DAO"
"INS TRESIBA","DAO"
"GLYSET","DAO"
"Nutropin Aq Pen","DAO"
"ISCOVER","DAO"
"Libetist","DAO"
"CI-473","DAO"
"Aluzine 500","DAO"
"FCE 21336","DAO"
"Dulaglutide","DAO"
"PROTIUM I.V.","DAO"
"Norditropin SimpleXx","DAO"
"Alemtuzumab","DAO"
"PIRINASE","DAO"
"ECULIZUMAB","DAO"
"NN1250","DAO"
"Prelay","DAO"
"Levemir","DAO"
"SOLIRIS","DAO"
"R-64-766","DAO"
"Nulojix","DAO"
"ESIDREX","DAO"
"TROKENDI XR","DAO"
"Risperidone","DAO"
"Asmasal Clickhaler","DAO"
"NOVOLIN L","DAO"
"VENTOLIN CR","DAO"
"INSULIN GLULISINE RECOMBINANT","DAO"
"Flonase","DAO"
"Insulin lispro protamine recombinant","DAO"
"Zide","DAO"
"Risperdal M","DAO"
"RUSYDE","DAO"
"LIQUAEMIN SODIUM PRESERVATIVE FREE","DAO"
"SAIZEN EASYJECT","DAO"
"Salapin","DAO"
"Acetylsalic Acid","DAO"
"Abilify maintena kit","DAO"
"Nu-Seals 75","DAO"
"AEROLIN 400","DAO"
"INSULIN PURIFIED PORK","DAO"
"EVOLOCUMAB","DAO"
"NORDITROPIN FLEXPRO","DAO"
"Mestinon","DAO"
"OPC-14597","DAO"
"Proair HFA","DAO"
"Liquaemin Sodium","DAO"
"SALIPRANEB","DAO"
"Levemir Flexpen","DAO"
"Ranibizumab","DAO"
"LEVEMIR FLEXTOUCH","DAO"
"TRESIBA","DAO"
"SAIZEN","DAO"
"PRASUGREL","DAO"
"TICAGRELOR","DAO"
"COMBIVENT UDVS","DAO"
"DIOVAN","DAO"
"Heparin Sodium","DAO"
"Ins Levemir","DAO"
"COMBIVENT","DAO"
"Glustat","DAO"
"Regular Iletin Ii","DAO"
"PRADAXA","DAO"
"Ruboxistaurin","DAO"
"Flutiform","DAO"
"CUTIVATE","DAO"
"Insulin Zinc Susp Recombinant Human","DAO"
"PANTOPRAZOLE","DAO"
"ALUZINE 40","DAO"
"Lixisenatide","DAO"
"Diastabol","DAO"
"PANHEPRIN","DAO"
"HYDROLED","DAO"
"GREPID","DAO"
"DABIGATRAN","DAO"
"Somatropin","DAO"
"Uniparin Fte","DAO"
"CN-35355","DAO"
"LIPO-HEPIN","DAO"
"Abilify Maintena","DAO"
"Ins Apidra OptiClik","DAO"
"PROVENTIL","DAO"
"Mefenamic acid","DAO"
"SOMATROPIN RECOMBINANT","DAO"
"MK-0431","DAO"
"MAXIVENT","DAO"
"Carbilev","DAO"
"Opustan 500","DAO"
"Proventil Hfa","DAO"
"Nutropin","DAO"
"Intropin","DAO"
"Steri-Neb Salamol","DAO"
"GR-92132X","DAO"
"Sitagliptin","DAO"
"Insulin susp isophane recombinant human","DAO"
"Topamax Sprinkle","DAO"
"INSULIN PURIFIED BEEF","DAO"
"Saizen Click.easy","DAO"
"Pramlintide","DAO"
"FLOVENT DISKUS 250","DAO"
"Lasix Ret","DAO"
"Frumax","DAO"
"Seretide 50","DAO"
"SEROSTIM LQ","DAO"
"Fluticasone","DAO"
"Flixonase","DAO"
"TOPAMAX","DAO"
"Salbuvent","DAO"
"Cobutolin","DAO"
"PUMP-HEP","DAO"
"R 64 766","DAO"
"FLOVENT DISKUS 100","DAO"
"HOE 498","DAO"
"LYXUMIA","DAO"
"Fluticasone propionate ","DAO"
"Omnitrope","DAO"
"Omarigliptin","DAO"
"AR-C126532XX","DAO"
"Dysman-500","DAO"
"AIRFLUSAL FORSPIRO","DAO"
"FRUMIL","DAO"
"OMNITROPE PEN 10","DAO"
"NN-304","DAO"
"Sirdupla","DAO"
"LIXIANA","DAO"
"ZORBTIVE","DAO"
"R-64766","DAO"
"APIDRA SOLOSTAR","DAO"
"CONTRAFLAM","DAO"
"JNJ-28431754","DAO"
"AO-128","DAO"
"GENOTROPIN MINIQUICK","DAO"
"SALBULIN NOVOLIZER","DAO"
"A-71100","DAO"
"Asellacrin 10","DAO"
"Salamol E-Breathe","DAO"
"VIPIDIA","DAO"
"ILETIN II","DAO"
"CGP 48933","DAO"
"CB-311","DAO"
"LIQUAEMIN LOCK FLUSH","DAO"
"Genotropin Kabivial","DAO"
"Insulin Detemir Recombinant","DAO"
"XHANCE","DAO"
"UNIPARIN","DAO"
"Nesiritide recombinant","DAO"
"SYR-472","DAO"
"HYDROCHLOROTHIAZIDE","DAO"
"Unihep","DAO"
"FAB-12 Variant Y0317","DAO"
"Phentermine","DAO"
"LEVEMIR INNOLET","DAO"
"Aquamed","DAO"
"Miglitol","DAO"
"LEA29Y","DAO"
"Opustan 250","DAO"
"HEPARIN LOCK FLUSH","DAO"
"SPP100","DAO"
"DIURESAL","DAO"
"LP-802034","DAO"
"REPATHA SURECLICK","DAO"
"Lucentis","DAO"
"Muraglitazar","DAO"
"Dapagliflozin","DAO"
"JNJ-24831754-ZAE","DAO"
"INS APIDRA SOLOSTAR","DAO"
"GENOTROPIN","DAO"
"ALUZINE 20","DAO"
"Brilique","DAO"
"GENOTROPIN PRESERVATIVE FREE","DAO"
"Sotagliflozin","DAO"
"Campath Mabcampath, Lemtrada","DAO"
"CI-991","DAO"
"ROMOZIN","DAO"
"ABILIFY MYCITE KIT","DAO"
"SERETIDE 125","DAO"
"Ins Apidra","DAO"
"Norditropin Nordiflex","DAO"
"TRELAGLIPTIN","DAO"
"LX-4211","DAO"
"HYDRODIURIL","DAO"
"Asmasal Spacehaler","DAO"
"MK-3102","DAO"
"Apo-Hydro","DAO"
"Natrecor","DAO"
"INSULIN DEGLUDEC","DAO"
"SEROSTIM","DAO"
"Hydrosaluric","DAO"
"FG-3019","DAO"
"Insulin (pork)","DAO"
"IPRAMOL STERI-NEB","DAO"
"Cyclosporine","DAO"
"Risperdal Consta","DAO"
"Arxxant","DAO"
"VENTOLIN E-BREATHE","DAO"
"INSULIN (BEEF)","DAO"
"Armonair respiclick","DAO"
"Flovent Diskus 50","DAO"
"HUMATROPE","DAO"
"Alirocumab","DAO"
"PONSTAN FTE","DAO"
"Nujolix","DAO"
"Azilsartan","DAO"
"RATACAND","DAO"
"Glucagon Recombinant","DAO"
"MENDYS","DAO"
"VOLMAX","DAO"
"Ventmax SR","DAO"
"Saxagliptin","DAO"
"ARKOLAMYL","DAO"
"Pyridostigmine","DAO"
"ESIDRIX","DAO"
"Ranace","DAO"
"Semaglutide","DAO"
"OPTIMMUNE","DAO"
"Airsalb","DAO"
"Emricasan","DAO"
"RIMASAL","DAO"
"Alogliptin","DAO"
"DISPRIN DIRECT","DAO"
"Omnitrope Pen 5","DAO"
"INF-3355","DAO"
"Glucagen Hypokit","DAO"
"Asmavent","DAO"
"Frusol","DAO"
"VENTODISKS","DAO"
"Insulin susp isophane semisynthetic purified human","DAO"
"REZULIN","DAO"
"MULTIPARIN","DAO"
"Risperdal","DAO"
"Platet 300","DAO"
"Januvia","DAO"
"Fluticasone Propionate","DAO"
"Bio-Tropin","DAO"
"PAMREVLUMAB","DAO"
"Novolin N","DAO"
"DU-176","DAO"
"DYSMAN-250","DAO"
"Regular Purified Pork Insulin","DAO"
"Canagliflozin","DAO"
"TAK-875","DAO"
"HumatroPen","DAO"
"ASELLACRIN 2","DAO"
"AIROMIR","DAO"
"FASIGLIFAM","DAO"
"Seretide 100","DAO"
"Flixotide","DAO"
"GSK-1070806","DAO"
"Flonase allergy relief","DAO"
"RASILEZ","DAO"
"TROGLITAZONE","DAO"
"Genotropin Kabiquick","DAO"
"Nu-Seals Cardio 75","DAO"
"ZOMACTON","DAO"
"INS APIDRA OPTISET","DAO"
"Risperdal M-Tab","DAO"
"Frusemide","DAO"
"H5G1.1VHC+H5G1.1VLC","DAO"
"VALTROPIN","DAO"
"LB-502","DAO"
"GLUCAGON HYDROCHLORIDE","DAO"
"Hydro-D","DAO"
"MICROZIDE","DAO"
"BAY M 1099","DAO"
"Ponstan","DAO"
"Spirospare 100","DAO"
"Sinemet","DAO"
"AEROLIN AUTO","DAO"
"BIBR-953-ZW","DAO"
"ALISKIREN","DAO"
"Disal","DAO"
"SERETIDE 250","DAO"
"BIBR 953 ZW","DAO"
"EGT1442","DAO"
"FLOVENT","DAO"
"APIDRA","DAO"
"NUTROPIN DEPOT","DAO"
"BENAZEPRIL","DAO"
"BRILINTA","DAO"
"TAK-536","DAO"
"IDN-6556","DAO"
"Lasix","DAO"
"OMNITROPE SUREPAL 15","DAO"
"Norditropin Penset","DAO"
"CRESCORMON","DAO"
"BIBR-953","DAO"
"Omnitrope SurePal 5","DAO"
"AERIVIO SPIROMAX","DAO"
"Accretropin","DAO"
"AEROLIN","DAO"
"Heparin sodium preservative free","DAO"
"Risperdal Consta Long Acting","DAO"
"LY-333531","DAO"
"Mecasermin Recombinant","DAO"
"MEFLAM 250","DAO"
"Levothyroxine","DAO"
"BMS-477118-11","DAO"
"Regonol","DAO"
"Accuneb","DAO"
"Ventolin Hfa","DAO"
"Levemir Penfill","DAO"
"BMS-477118","DAO"
"EFIENT","DAO"
"Salbutamol","DAO"
"OMNITROPE SUREPAL 10","DAO"
"REGULAR ILETIN II (PORK)","DAO"
"CCI 18781","DAO"
"Tev-Tropin","DAO"
"Furosemide","DAO"
"Endep","DAO"
"NORDITROPIN","DAO"
"CV-11974","DAO"
"BMS-512148-05","DAO"
"BMS-512148","DAO"
"FLOVENT HFA","DAO"
"ORETIC","DAO"
"INSULATARD NPH HUMAN","DAO"
"Exforge","DAO"
"h5G1.1","DAO"
"Tripro-Amylin","DAO"
"Duoneb","DAO"
"ALBIGLUTIDE","DAO"
"BAY-M-1099","DAO"
"Amitid","DAO"
"5G1.1","DAO"
"FROOP","DAO"
"Frusetic","DAO"
"TA-7284","DAO"
"PF-03491390","DAO"
"AC0137","DAO"
"Parcopa","DAO"
"BMS-224818","DAO"
"HMR 1964","DAO"
"RG-3645","DAO"
"THR-1442","DAO"
"CP-15,467-61","DAO"
"Reboxetine","DAO"
"DESMOTEPLASE","DAO"
"Prostin Vr Pediatric","DAO"
"HYDROXYUREA","DAO"
"Premarin","DAO"
"Prostaglandin E1","DAO"
"ESKALITH CR","DAO"
"Bendopa","DAO"
"Sarafem","DAO"
"c7E3","DAO"
"Lithane","DAO"
"Eskalith","DAO"
"RETEPLASE","DAO"
"Neupro","DAO"
"DEXAMPHETAMINE","DAO"
"Cyproheptadine","DAO"
"OPC-13013","DAO"
"Astrodur MR","DAO"
"Normozide","DAO"
"Guanfacine","DAO"
"Nitromin","DAO"
"BIBR-277SE","DAO"
"Viridal 10","DAO"
"Acova","DAO"
"Incobotulinumtoxina","DAO"
"Cibral 40","DAO"
"Isotard 50 XL","DAO"
"SUSCARD BUCCAL","DAO"
"Trandate","DAO"
"Argatroban in dextrose","DAO"
"Isotard 25 XL","DAO"
"MCI-9038","DAO"
"Lepsiral","DAO"
"SK&F-101468","DAO"
"TOLURA","DAO"
"Nitro iv","DAO"
"LITHONATE","DAO"
"Rectiv","DAO"
"BROCADOPA","DAO"
"LISKONUM","DAO"
"Angeze 20","DAO"
"U-10,136","DAO"
"GN1600","DAO"
"ONACLOSTOX","DAO"
"Prozac","DAO"
"IMDUR","DAO"
"PRIMIDONE","DAO"
"Isotard 40 XL","DAO"
"METALYSE","DAO"
"Slomon XL 60","DAO"
"Isib 50 XL","DAO"
"Monigen XL 60","DAO"
"R65,824","DAO"
"TNK-TPA","DAO"
"Transiderm-Nitro 5","DAO"
"Imo LA","DAO"
"Isosorbide Mononitrate","DAO"
"PHASONIT LA 50","DAO"
"Tenex","DAO"
"Rdspa Alpha 1","DAO"
"LARODOPA","DAO"
"CP-15467-61","DAO"
"Phasal","DAO"
"Isib 60 XL","DAO"
"CAMCOLIT 250","DAO"
"OLMESARTAN","DAO"
"Isodur 25 XL","DAO"
"Carmil XL","DAO"
"Nitro-Mack Ret","DAO"
"Transderm-Nitro","DAO"
"Traxoprodil","DAO"
"SCH-530348","DAO"
"ZIOTAN XL","DAO"
"Rapilysin","DAO"
"MONIT","DAO"
"NITRIDERM TTS","DAO"
"ARGATROBAN IN SODIUM CHLORIDE","DAO"
"Nitroglycerin","DAO"
"PROSTIN VR","DAO"
"Elantan LA 50","DAO"
"UROKINASE","DAO"
"BIBR-1048-BS-RS1","DAO"
"Diamox","DAO"
"EDRONAX","DAO"
"Lithium Carbonate","DAO"
"LABETALOL","DAO"
"YM-872","DAO"
"MICARDIS","DAO"
"HYPOLOC","DAO"
"Prostin","DAO"
"Viridal 20","DAO"
"ELANTAN LA 25","DAO"
"Nebivolol","DAO"
"Normodyne","DAO"
"CAMCOLIT 400","DAO"
"SPM 962","DAO"
"Mysoline","DAO"
"U-10136","DAO"
"R-65824","DAO"
"LISKANTIN","DAO"
"REQUIP","DAO"
"INOMAX","DAO"
"MINITRAN 5","DAO"
"(-)-OR-1259","DAO"
"Dextrostat","DAO"
"CP-1546761","DAO"
"ZONAMPANEL","DAO"
"NEBILET","DAO"
"Angeze 10","DAO"
"Ocriplasmin","DAO"
"MODISAL LA 25","DAO"
"Minitran 15","DAO"
"Percutol","DAO"
"CIPRALEX","DAO"
"ANGEZE SR 60","DAO"
"Trintek 10","DAO"
"HYDREA","DAO"
"Dabigatran etexilate","DAO"
"Ferndex","DAO"
"RNH-6270","DAO"
"Caverject","DAO"
"DK-7419","DAO"
"Mono-Cedocard 20","DAO"
"ISOTRATE","DAO"
"Argatroban","DAO"
"Aricept","DAO"
"Midodrine","DAO"
"Interferon beta-1a","DAO"
"Carbidopa","DAO"
"Citalopram","DAO"
"PGE1","DAO"
"Lithotabs","DAO"
"VORAPAXAR","DAO"
"MONIT LS","DAO"
"ISTIN","DAO"
"BIBR-277-SE","DAO"
"Edex","DAO"
"GSK-249320","DAO"
"Viridal 5","DAO"
"Diamox SR","DAO"
"Lithobid","DAO"
"Dopar","DAO"
"VITAROS","DAO"
"Dexampex","DAO"
"Abbokinase","DAO"
"Amidate","DAO"
"UKIDAN","DAO"
"Simdax","DAO"
"Tenkosorb","DAO"
"Vasotrate 60 SR","DAO"
"Namenda","DAO"
"Symbyax","DAO"
"TENECTEPLASE","DAO"
"Pletal","DAO"
"Acetazolamide","DAO"
"Angeze SR 40","DAO"
"Caverject Impulse","DAO"
"MONODUR","DAO"
"Botox Cosmetic","DAO"
"MODISAL LA 50","DAO"
"CP-101,606","DAO"
"Ticlopidine","DAO"
"Elantan 20","DAO"
"MEVINACOR","DAO"
"EUMON 60 XL","DAO"
"Kinlytic","DAO"
"Dexedrine","DAO"
"TRINITRIN TABLETS","DAO"
"Viridal Duo","DAO"
"Neurosyn","DAO"
"ALPROSTADIL","DAO"
"Deponit 10","DAO"
"BIBR 277 SE","DAO"
"CP-101606","DAO"
"MONOMAX XL","DAO"
"Dexamfetamine","DAO"
"NEOFERON","DAO"
"BIBR-1048","DAO"
"SUN-N4057","DAO"
"Eytazox","DAO"
"Intuniv","DAO"
"Rotigotine","DAO"
"BIBR 1048 BS RS1","DAO"
"BM 06.022","DAO"
"Celexa","DAO"
"MD-805","DAO"
"OPC-21","DAO"
"E-2020","DAO"
"Ibinolo","DAO"
"Vasaten","DAO"
"BISOPROLOL","DAO"
"CL-297939","DAO"
"TENORMIN","DAO"
"Procoralan","DAO"
"TMX-67","DAO"
"Antipressan","DAO"
"EMD 33 512","DAO"
"Atenix-50","DAO"
"Unibloc","DAO"
"CHLORTHALIDONE","DAO"
"BM-14.190","DAO"
"ADENURIC","DAO"
"Kentol","DAO"
"THALITONE","DAO"
"Erenumab","DAO"
"CHLORTALIDONE","DAO"
"Zostrix HP","DAO"
"ATENIX-25","DAO"
"ATENAMIN","DAO"
"Ziac","DAO"
"ICI-66082","DAO"
"Aveed","DAO"
"Tenormin L.S.","DAO"
"Esatenolol","DAO"
"G-33182","DAO"
"RANOLAZINE","DAO"
"HYGROTON","DAO"
"ULORIC","DAO"
"Undestor","DAO"
"EMD-33512","DAO"
"Dilt-CD","DAO"
"RANEXA","DAO"
"Atenix-100","DAO"
"Tiazac","DAO"
"DILTIAZEM","DAO"
"Cardizem","DAO"
"CL 297,939","DAO"
"EMD-33-512","DAO"
"RS-43285-003","DAO"
"FEBUXOSTAT","DAO"
"BAY-684986","DAO"
"ICI 66,082","DAO"
"Zebeta","DAO"
"Restandol Testocap","DAO"
"TENORMIN 25","DAO"
"CVT-303","DAO"
"AMG 334","DAO"
"Totamol","DAO"
"Metraspray","DAO"
"ORUVAIL","DAO"
"NEMBUTAL","DAO"
"Oruvail IM","DAO"
"Brufen Ret","DAO"
"Ibuprohm","DAO"
"STESOLID","DAO"
"LIDIFEN","DAO"
"RO 5-2807","DAO"
"Somniton","DAO"
"R.P. 19583","DAO"
"RHEUFLEX 500","DAO"
"Ibutime","DAO"
"KETOVAIL","DAO"
"ORUVAIL 150","DAO"
"Diastat","DAO"
"TOPOGYNE","DAO"
"Solis","DAO"
"SUFENTANIL","DAO"
"IBUMOUSSE","DAO"
"Timolol","DAO"
"NUPRIN","DAO"
"ORUDIS KT","DAO"
"JOMETHID XL","DAO"
"NUROFEN CHILD","DAO"
"F-368","DAO"
"ORUDIS 100","DAO"
"PONTOCAINE","DAO"
"PROFLEX","DAO"
"Phenytex","DAO"
"Nyogel","DAO"
"ABT-719","DAO"
"Fenoket 200","DAO"
"Symmetrel","DAO"
"Compound 81929","DAO"
"JUNIOR STRENGTH MOTRIN","DAO"
"Alzest","DAO"
"Larafen","DAO"
"Preservex","DAO"
"EC-NAPROSYN","DAO"
"Depefex XL","DAO"
"Rimoxyn","DAO"
"Phenytoin","DAO"
"MEDIHALER-TETRACAINE","DAO"
"DOBUTAMINE","DAO"
"DIASTAT ACUDIAL","DAO"
"Dilantin-125","DAO"
"Valket 200 Retard","DAO"
"Rodomel XL","DAO"
"PENTOBARBITAL CALCIUM","DAO"
"PROMETAX","DAO"
"FORTESTA","DAO"
"ACECLOFENAC","DAO"
"DIZAC","DAO"
"NUROFEN 400","DAO"
"E-Pam","DAO"
"Etoricoxib","DAO"
"Anadin LiquiFast","DAO"
"DIALAR","DAO"
"AMETOP","DAO"
"Scriptopam","DAO"
"GLAUCOL","DAO"
"MANDAFEN","DAO"
"Dicaine","DAO"
"Axorid","DAO"
"DAPRODUSTAT","DAO"
"TIOPEX","DAO"
"Efexor XL","DAO"
"TILOKET CR","DAO"
"Actron","DAO"
"Betim","DAO"
"Akineton","DAO"
"Valclair","DAO"
"DIALAR FTE","DAO"
"Anadin Period Pain Relief","DAO"
"Inoven","DAO"
"ORUVAIL 200","DAO"
"Gerbin","DAO"
"Voleze","DAO"
"Venlablue XL","DAO"
"Tiloket","DAO"
"IBULAR","DAO"
"TESTOPATCH","DAO"
"DILANTIN-30","DAO"
"Blocadren","DAO"
"Ketotard 200 XL","DAO"
"WY-3467","DAO"
"TENSIUM","DAO"
"Phensic","DAO"
"HYDROCODONE","DAO"
"IBUDERM","DAO"
"LOBUFEN","DAO"
"KERSTIPON","DAO"
"Symadine","DAO"
"MEBUBARBITAL","DAO"
"ANDROGEL","DAO"
"Dilaudid-HP","DAO"
"Losartan","DAO"
"Nexcede","DAO"
"Rheuflex 250","DAO"
"PROSAID","DAO"
"ATENSINE","DAO"
"MOTRIN MIGRAINE PAIN","DAO"
"PITRESSIN","DAO"
"ORUDIS","DAO"
"Apomorphine","DAO"
"RIMAFEN","DAO"
"ANADIN JOINT PAIN","DAO"
"AP214","DAO"
"Tranimul","DAO"
"Dilabid","DAO"
"Proflex Sr","DAO"
"MENTAVEN XL","DAO"
"Venlalic XL","DAO"
"STRIANT","DAO"
"Striant SR","DAO"
"Amethocaine","DAO"
"Q-PAM","DAO"
"ZP1480","DAO"
"ALUPRAM 5","DAO"
"Fleximex","DAO"
"Diclofenac","DAO"
"HYDROMORPHONE","DAO"
"VALIUM","DAO"
"SDZ-212-713","DAO"
"Alrheumat","DAO"
"Intrinsa","DAO"
"Alupram 10","DAO"
"MEBUMAL","DAO"
"Eluden","DAO"
"Dobutrex","DAO"
"Alupram 2","DAO"
"SDZ-ENA-713","DAO"
"Vivol","DAO"
"GLAU-OPT","DAO"
"MYSODELLE","DAO"
"Betimol","DAO"
"Valrelease","DAO"
"LA III","DAO"
"Ketozip 200 XL","DAO"
"Apozepam","DAO"
"Levophed","DAO"
"Tetracaine","DAO"
"Exelon","DAO"
"ERASTIG","DAO"
"MOTRIN IB","DAO"
"CYTOTEC","DAO"
"Dantrolene","DAO"
"TCMDC-125869","DAO"
"Zanaflex","DAO"
"Powergel","DAO"
"CODEINE","DAO"
"Phentytoin","DAO"
"Biperiden","DAO"
"Dilantin","DAO"
"Paxel","DAO"
"Serenack","DAO"
"Ketonal","DAO"
"PROCHIEVE","DAO"
"TIZANIDINE","DAO"
"KETOCID 200","DAO"
"Nimvastid","DAO"
"ORUVAIL 100","DAO"
"ARCOXIA","DAO"
"Amphero XL","DAO"
"PEDIATRIC ADVIL","DAO"
"Relanium","DAO"
"Tardcaps XL","DAO"
"Penthrane","DAO"
"Dilaudid","DAO"
"Diazepam Intensol","DAO"
"Palladone","DAO"
"DEEP RELIEF","DAO"
"Timoptic-XE","DAO"
"Hydantol","DAO"
"Istalol","DAO"
"Phenytek","DAO"
"R-norepinephrine","DAO"
"Timoptic","DAO"
"LARAFEN CR","DAO"
"R.P. 19,583","DAO"
"MK-0663","DAO"
"Dome-Cort","DAO"
"RP-19583","DAO"
"DIPHENYLHYDANTOIN","DAO"
"Modimelanotide","DAO"
"GSK1278863","DAO"
"ENA-713","DAO"
"Torsemide","DAO"
"Ethibide XL","DAO"
"Levonelle-2","DAO"
"Elleste Solo MX 80","DAO"
"INSULIN PEGLISPRO","DAO"
"RO0728804","DAO"
"Acomplia","DAO"
"BEZAGEN XL","DAO"
"TORASEMIDE","DAO"
"Plan b","DAO"
"DEMADEX","DAO"
"SR-141716A","DAO"
"Torem 5","DAO"
"Emerres","DAO"
"Cardide SR","DAO"
"FEMPATCH","DAO"
"Emfib","DAO"
"Gynergon","DAO"
"ESTRADERM TTS 25","DAO"
"Urso 250","DAO"
"Ursodeoxycholic Acid","DAO"
"Upostelle","DAO"
"Norplant Ii","DAO"
"Levonelle","DAO"
"GOSOGLIPTIN","DAO"
"Carmegliptin","DAO"
"INDAXA 2.5","DAO"
"Beacita","DAO"
"Bimagrumab","DAO"
"SCH-58235","DAO"
"MK-0364","DAO"
"CAPTOMEX","DAO"
"Arhalofenate","DAO"
"ISTERANDA","DAO"
"RO 10-6338","DAO"
"T-0903131","DAO"
"Hyteneze 50","DAO"
"TENSAID XL","DAO"
"Estradiol","DAO"
"XOMA-052","DAO"
"LEVONORGESTREL","DAO"
"SABERVEL","DAO"
"RO4876904","DAO"
"AC-4464","DAO"
"Ro-47-0203-029","DAO"
"PF-03882845","DAO"
"Ro-5073031","DAO"
"Ursofalk","DAO"
"RA-18C3","DAO"
"Xenical","DAO"
"APROVEL","DAO"
"Xilonix","DAO"
"NATRILIX SR","DAO"
"Laropiprant","DAO"
"SR 47436","DAO"
"RIVOGLITAZONE","DAO"
"Burinex","DAO"
"DIHYDROTHEELIN","DAO"
"Dermestril 25","DAO"
"CROTEDUMAB","DAO"
"Norgeston","DAO"
"ZIMBACOL XL","DAO"
"MIRENA","DAO"
"IBIPINABANT","DAO"
"ESTRACE","DAO"
"Irbesartan","DAO"
"JNJ-39659100","DAO"
"PF-734,200","DAO"
"GEVOKIZUMAB","DAO"
"RIMONABANT","DAO"
"TARANABANT","DAO"
"BMS-646256","DAO"
"BM02.015","DAO"
"MK-0524","DAO"
"Norplant System","DAO"
"DERMESTRIL SEPTEM 25","DAO"
"BMS-186295","DAO"
"Parlodel","DAO"
"PF-00734200","DAO"
"GVNODIOL","DAO"
"EMERRES UNA","DAO"
"DOLOBID 500","DAO"
"Estinyl","DAO"
"Covera-HS","DAO"
"TESAGLITAZAR","DAO"
"Levosert","DAO"
"BYM338","DAO"
"Microval","DAO"
"Insulin Aspart Protamine Recombinant","DAO"
"Lynoral","DAO"
"Torem 10","DAO"
"Torem 2.5","DAO"
"SLV319","DAO"
"LOZOL","DAO"
"MENOREST 37.5","DAO"
"Tracleer","DAO"
"Fallback solo","DAO"
"EZETIMIBE","DAO"
"Ro-470203029","DAO"
"TAK 475","DAO"
"Liletta","DAO"
"Rawel XL","DAO"
"MABp1","DAO"
"VARBIM XL","DAO"
"Ifirmasta","DAO"
"LAPAQUISTAT ACETATE","DAO"
"PF-04971729","DAO"
"MK-0533","DAO"
"PLAN B ONE-STEP","DAO"
"Iproveratril","DAO"
"Balaglitazone","DAO"
"Galida","DAO"
"Steglatro","DAO"
"SR-14171","DAO"
"M102","DAO"
"JAYDESS","DAO"
"ACTIGALL","DAO"
"TESAMORELIN","DAO"
"Fibrazate XL","DAO"
"Estraderm MX 75","DAO"
"CCX140","DAO"
"Bosentan","DAO"
"ESTRADERM MX 100","DAO"
"Indapamide","DAO"
"Vagifem","DAO"
"EZETROL","DAO"
"MBX-102","DAO"
"Karvea","DAO"
"R1579","DAO"
"Indipam XL","DAO"
"T2-18C3","DAO"
"Natrilix","DAO"
"Levonelle One Step","DAO"
"SAR-425899","DAO"
"Norplant","DAO"
"EZINELLE","DAO"
"T131","DAO"
"GYNOESTRYL","DAO"
"Theine","DAO"
"Diflunisal","DAO"
"Bumetanide","DAO"
"CV-18C3","DAO"
"INT-131","DAO"
"HER STYLE","DAO"
"PF-04971729-00","DAO"
"Zetia","DAO"
"DRF-2593","DAO"
"McN-A-2833","DAO"
"LIPAROL XL","DAO"
"Avapro","DAO"
"Mapemid XL","DAO"
"Postinor-2","DAO"
"Bethanechol","DAO"
"Ovrette","DAO"
"Ertugliflozin","DAO"
"LY2881835","DAO"
"Evorel 50","DAO"
"LIPSTATIN","DAO"
"SR141716","DAO"
"RO 47-0203/029","DAO"
"Dermestril Septem 50","DAO"
"Urso Forte","DAO"
"CB102","DAO"
"Nindaxa 2.5","DAO"
"BM-02015","DAO"
"OPCICON ONE-STEP","DAO"
"BETINEX","DAO"
"CA-18C3","DAO"
"Tofogliflozin","DAO"
"Jadelle","DAO"
"Athentia next","DAO"
"GSK-189075A","DAO"
"BUMEX","DAO"
"XEN-D0501","DAO"
"KYLEENA","DAO"
"Remogliflozin Etabonate","DAO"
"OPUMIDE 2.5","DAO"
"Dolobid","DAO"
"Calan","DAO"
"SKYLA","DAO"
"MK-0634","DAO"
"MBX-2044","DAO"
"PF-734200","DAO"
"EVOREL 100","DAO"
"Lixil","DAO"
"DE-101","DAO"
"WY-5104","DAO"
"AMG-131","DAO"
"R-106056","DAO"
"CB-154","DAO"
"CS-011","DAO"
"GLUCAGEN","DAO"
"Lederdopa","DAO"
"Arcalyst","DAO"
"SECUKINUMAB","DAO"
"DF-2156A","DAO"
"METALPHA 250","DAO"
"STELARA","DAO"
"Methyldopa (levorotatory)","DAO"
"U-31889","DAO"
"Mabthera Rituxan","DAO"
"CHAGLYCD3","DAO"
"Anti-Cd11A","DAO"
"RILONACEPT","DAO"
