"Id","Label","Class"
"Abaloparatide","Abaloparatide","DRUG"
"BA058","BA058","DRUG"
"BIM-44058","BIM-44058","DRUG"
"FORTEO","FORTEO","DRUG"
"Teriparatide Recombinant Human","Teriparatide Recombinant Human","DRUG"
"FORSTEO","FORSTEO","DRUG"
"TERIPARATIDE","TERIPARATIDE","DRUG"
"Teriparatide acetate","Teriparatide acetate","DRUG"
"PARATHAR","PARATHAR","DRUG"
"HPTH 1-34 (Acetate salt)","HPTH 1-34 (Acetate salt)","DRUG"
"ELSIGLUTIDE","ELSIGLUTIDE","DRUG"
"ZP-1846","ZP-1846","DRUG"
"CHEMBL5844","CHEMBL5844","DRUG"
"TEDUGLUTIDE RECOMBINANT","TEDUGLUTIDE RECOMBINANT","DRUG"
"TEDUGLUTIDE","TEDUGLUTIDE","DRUG"
"ALX-0600","ALX-0600","DRUG"
"GATTEX KIT","GATTEX KIT","DRUG"
"Secretin human","Secretin human","DRUG"
"Tesamorelin","Tesamorelin","DRUG"
"CHEMBL2120","CHEMBL2120","DRUG"
"NAPHURIDE","NAPHURIDE","DRUG"
"SURAMIN HEXASODIUM","SURAMIN HEXASODIUM","DRUG"
"Suramin sodium","Suramin sodium","DRUG"
"CI-1003","CI-1003","DRUG"
"5-AMINO-NAPHTALENE-2-MONOSULFONATE","5-AMINO-NAPHTALENE-2-MONOSULFONATE","DRUG"
"Formic acid","Formic acid","DRUG"
"Naphthalene Trisulfonate","Naphthalene Trisulfonate","DRUG"
"O2-Sulfo-Glucuronic Acid","O2-Sulfo-Glucuronic Acid","DRUG"
"Abituzumab","Abituzumab","DRUG"
"ETARATUZUMAB","ETARATUZUMAB","DRUG"
"CNTO-095","CNTO-095","DRUG"
"ETARACIZUMAB","ETARACIZUMAB","DRUG"
"ABEGRIN","ABEGRIN","DRUG"
"INTETUMUMAB","INTETUMUMAB","DRUG"
"CNTO-95","CNTO-95","DRUG"
"STX-100","STX-100","DRUG"
"ALD403","ALD403","DRUG"
"DI17E6","DI17E6","DRUG"
"C7E3","C7E3","DRUG"
"BYK-20869","BYK-20869","DRUG"
"FLAVOXATE","FLAVOXATE","DRUG"
"BY-217","BY-217","DRUG"
"Eucrisa","Eucrisa","DRUG"
"NEOTHYLLINE","NEOTHYLLINE","DRUG"
"DAXAS","DAXAS","DRUG"
"Otezla","Otezla","DRUG"
"CHX 3673","CHX 3673","DRUG"
"Diprophylline","Diprophylline","DRUG"
"Aphthasol","Aphthasol","DRUG"
"GLYPHYLLINE","GLYPHYLLINE","DRUG"
"AN2728","AN2728","DRUG"
"CC-10004","CC-10004","DRUG"
"Crisaborole","Crisaborole","DRUG"
"Apremilast","Apremilast","DRUG"
"DILOR-400","DILOR-400","DRUG"
"Lufyllin","Lufyllin","DRUG"
"Dilor","Dilor","DRUG"
"AA-673","AA-673","DRUG"
"CHEMBL4409","CHEMBL4409","DRUG"
"CHEMBL2363066","CHEMBL2363066","DRUG"
"TRENTAL 100","TRENTAL 100","DRUG"
"BL 191","BL 191","DRUG"
"2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline","2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline","DRUG"
"2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline","2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline","DRUG"
"2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline","2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline","DRUG"
"4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole","4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole","DRUG"
"6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE","6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE","DRUG"
"6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE","6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE","DRUG"
"Papaverine","Papaverine","DRUG"
"Tofisopam","Tofisopam","DRUG"
"Triflusal","Triflusal","DRUG"
"3-isobutyl-1-methyl-7H-xanthine","3-isobutyl-1-methyl-7H-xanthine","DRUG"
"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide","5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide","DRUG"
"Avanafil","Avanafil","DRUG"
"Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine","Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine","DRUG"
"Guanosine-5'-Monophosphate","Guanosine-5'-Monophosphate","DRUG"
"Molsidomine","Molsidomine","DRUG"
"OSI-461","OSI-461","DRUG"
"Udenafil","Udenafil","DRUG"
"Vardenafil","Vardenafil","DRUG"
"SPEDRA","SPEDRA","DRUG"
"Levitra","Levitra","DRUG"
"VIZARSIN","VIZARSIN","DRUG"
"Stendra","Stendra","DRUG"
"TA-1790","TA-1790","DRUG"
"Cialis","Cialis","DRUG"
"REVATIO","REVATIO","DRUG"
"DA-8159","DA-8159","DRUG"
"GSK2190915B","GSK2190915B","DRUG"
"CHEMBL4550","CHEMBL4550","DRUG"
"FIBOFLAPON SODIUM","FIBOFLAPON SODIUM","DRUG"
"Sodium Salt","Sodium Salt","DRUG"
"GSK2190915A","GSK2190915A","DRUG"
"AM103","AM103","DRUG"
"DG031","DG031","DRUG"
"UCINE","UCINE","DRUG"
"MESALAMINE","MESALAMINE","DRUG"
"Asacol","Asacol","DRUG"
"Zileuton","Zileuton","DRUG"
"Colizine","Colizine","DRUG"
"ROWASA","ROWASA","DRUG"
"A-85761.0","A-85761.0","DRUG"
"PENTASA","PENTASA","DRUG"
"SALAZOSULFAPYRIDINE","SALAZOSULFAPYRIDINE","DRUG"
"ABBOTT-85761","ABBOTT-85761","DRUG"
"MESREN MR","MESREN MR","DRUG"
"Meclofenamate","Meclofenamate","DRUG"
"SALAZOPYRIN-EN","SALAZOPYRIN-EN","DRUG"
"CANASA","CANASA","DRUG"
"INF-4668","INF-4668","DRUG"
"A-85761","A-85761","DRUG"
"Balsalazide","Balsalazide","DRUG"
"MEZAVANT XL","MEZAVANT XL","DRUG"
"Mesalazine ","Mesalazine ","DRUG"
"Meclodium","Meclodium","DRUG"
"SULPHASALAZINE","SULPHASALAZINE","DRUG"
"Meclomen","Meclomen","DRUG"
"APRISO","APRISO","DRUG"
"Salofalk","Salofalk","DRUG"
"DELZICOL","DELZICOL","DRUG"
"ATRELEUTON","ATRELEUTON","DRUG"
"Azulfidine EN-Tabs","Azulfidine EN-Tabs","DRUG"
"LIALDA","LIALDA","DRUG"
"Sfrowasa","Sfrowasa","DRUG"
"Meclofenamic Acid","Meclofenamic Acid","DRUG"
"Salazopyrin E.C.","Salazopyrin E.C.","DRUG"
"Sulfasalazine","Sulfasalazine","DRUG"
"SAS-500","SAS-500","DRUG"
"SALAZOPYRIN","SALAZOPYRIN","DRUG"
"SALICYLAZOSULFAPYRIDINE","SALICYLAZOSULFAPYRIDINE","DRUG"
"PENTASA SR","PENTASA SR","DRUG"
"ABT-761","ABT-761","DRUG"
"Azulfidine EN","Azulfidine EN","DRUG"
"IPOCOL","IPOCOL","DRUG"
"AZULFIDINE","AZULFIDINE","DRUG"
"FISALAMINE","FISALAMINE","DRUG"
"S.A.S.-500","S.A.S.-500","DRUG"
"Olsalazine","Olsalazine","DRUG"
"COLTEC EC","COLTEC EC","DRUG"
"OCTASA","OCTASA","DRUG"
"ASACOL HD","ASACOL HD","DRUG"
"ZYFLO CR","ZYFLO CR","DRUG"
"S.A.S.","S.A.S.","DRUG"
"Dipentum","Dipentum","DRUG"
"CI-583","CI-583","DRUG"
"CHEMBL2842","CHEMBL2842","DRUG"
"AP-23573","AP-23573","DRUG"
"GDC-0349","GDC-0349","DRUG"
"RG-7603","RG-7603","DRUG"
"Palomid-529","Palomid-529","DRUG"
"P-529","P-529","DRUG"
"Pexid","Pexid","DRUG"
"Perhexiline Maleate","Perhexiline Maleate","DRUG"
"PEXSIG","PEXSIG","DRUG"
"PWT-33579","PWT-33579","DRUG"
"CC-115","CC-115","DRUG"
"AP1903","AP1903","DRUG"
"Pimecrolimus","Pimecrolimus","DRUG"
"Perhexiline","Perhexiline","DRUG"
"CHEMBL1997","CHEMBL1997","DRUG"
"Didanosine","Didanosine","DRUG"
"Fluorouracil","Fluorouracil","DRUG"
"Gemcitabine","Gemcitabine","DRUG"
"Tegafur-uracil","Tegafur-uracil","DRUG"
"Trifluridine","Trifluridine","DRUG"
"Uridine","Uridine","DRUG"
"Zalcitabine","Zalcitabine","DRUG"
"TANESPIMYCIN","TANESPIMYCIN","DRUG"
"Retaspimycin","Retaspimycin","DRUG"
"SODIUM DICHLOROACETATE","SODIUM DICHLOROACETATE","DRUG"
"DCA","DCA","DRUG"
"CPC-211","CPC-211","DRUG"
"CERESINE","CERESINE","DRUG"
"HGP-1","HGP-1","DRUG"
"LOTEPREDNOL ETABONATE","LOTEPREDNOL ETABONATE","DRUG"
"CDDD 5604","CDDD 5604","DRUG"
"Loteprednol","Loteprednol","DRUG"
"AIREX","AIREX","DRUG"
"LOTEMAX","LOTEMAX","DRUG"
"P-5604","P-5604","DRUG"
"ALREX","ALREX","DRUG"
"Econopred","Econopred","DRUG"
"Pred Mild","Pred Mild","DRUG"
"PRED FTE","PRED FTE","DRUG"
"FLO-PRED","FLO-PRED","DRUG"
"METICORTELONE","METICORTELONE","DRUG"
"Prednisolone Acetate","Prednisolone Acetate","DRUG"
"Ultracortenol","Ultracortenol","DRUG"
"PRED FORTE","PRED FORTE","DRUG"
"OMNIPRED","OMNIPRED","DRUG"
"CHEMBL264","CHEMBL264","DRUG"
"Irdabisant","Irdabisant","DRUG"
"CEP-26401","CEP-26401","DRUG"
"GSK189254","GSK189254","DRUG"
"PF-03654764","PF-03654764","DRUG"
"Tiprolisant","Tiprolisant","DRUG"
"Wakix","Wakix","DRUG"
"Pitolisant","Pitolisant","DRUG"
"BF2.649","BF2.649","DRUG"
"JNJ-17216498","JNJ-17216498","DRUG"
"Betahistine","Betahistine","DRUG"
"BAVISANT","BAVISANT","DRUG"
"JNJ-31001074","JNJ-31001074","DRUG"
"CIPRALISANT MALEATE","CIPRALISANT MALEATE","DRUG"
"PERCEPTIN","PERCEPTIN","DRUG"
"GT2331","GT2331","DRUG"
"OBE101","OBE101","DRUG"
"Olopatadine","Olopatadine","DRUG"
"JNJ-38518168","JNJ-38518168","DRUG"
"PF-03893787","PF-03893787","DRUG"
"PF-3893787","PF-3893787","DRUG"
"ZPL-3893787","ZPL-3893787","DRUG"
"Toreforant","Toreforant","DRUG"
"UR-63325","UR-63325","DRUG"
"MENTHOL","MENTHOL","DRUG"
"Muirs","Muirs","DRUG"
"Aquasoothe","Aquasoothe","DRUG"
"Therapeutic Mineral Ice","Therapeutic Mineral Ice","DRUG"
"Arjun","Arjun","DRUG"
"RACEMENTHOL","RACEMENTHOL","DRUG"
"FISHERMAN'S FRIEND LOZENGES","FISHERMAN'S FRIEND LOZENGES","DRUG"
"KARVOL","KARVOL","DRUG"
"Aqua-Cool","Aqua-Cool","DRUG"
"DL-Menthol","DL-Menthol","DRUG"
"TIXYLIX DECONGESTANT INH","TIXYLIX DECONGESTANT INH","DRUG"
"DERMACOOL","DERMACOOL","DRUG"
"MEGGEZONES","MEGGEZONES","DRUG"
"CATARRH","CATARRH","DRUG"
"VOCALZONE","VOCALZONE","DRUG"
"Lockets","Lockets","DRUG"
"HALLS","HALLS","DRUG"
"CHEMBL1075319","CHEMBL1075319","DRUG"
"(S)-camphor","(S)-camphor","DRUG"
"Camphor","Camphor","DRUG"
"Tetrahydrocannabivarin","Tetrahydrocannabivarin","DRUG"
"Methyltheobromine","Methyltheobromine","DRUG"
"Theoclear-200","Theoclear-200","DRUG"
"Theobid","Theobid","DRUG"
"NUELIN SA-250","NUELIN SA-250","DRUG"
"Pro-Vent","Pro-Vent","DRUG"
"QUIBRON-T/SR","QUIBRON-T/SR","DRUG"
"T-Phyl","T-Phyl","DRUG"
"NODOZ CAPLETS AND CHEWABLE TABLETS","NODOZ CAPLETS AND CHEWABLE TABLETS","DRUG"
"ZANTHINE","ZANTHINE","DRUG"
"Coffeine","Coffeine","DRUG"
"XIAFLEX","XIAFLEX","DRUG"
"Collagenase","Collagenase","DRUG"
"Santyl","Santyl","DRUG"
"OCRIPLASMIN","OCRIPLASMIN","DRUG"
"COLLAGENASE CLOSTRIDIUM HISTOLYTICUM","COLLAGENASE CLOSTRIDIUM HISTOLYTICUM","DRUG"
"AA4500","AA4500","DRUG"
"CHEMBL3024","CHEMBL3024","DRUG"
"Volasertib","Volasertib","DRUG"
"GSK-461364","GSK-461364","DRUG"
"GSK-461364A","GSK-461364A","DRUG"
"IVX-214","IVX-214","DRUG"
"HMN-214","HMN-214","DRUG"
"TAK-960","TAK-960","DRUG"
"1-[5-methyl-2-(trifluoromethyl)furan-3-yl]-3-[(2Z)-5-(2-{[6-(1H-1,2,4-triazol-3-ylamino)pyrimidin-4-yl]amino}ethyl)-1,3-thiazol-2(3H)-ylidene]urea","1-[5-methyl-2-(trifluoromethyl)furan-3-yl]-3-[(2Z)-5-(2-{[6-(1H-1,2,4-triazol-3-ylamino)pyrimidin-4-yl]amino}ethyl)-1,3-thiazol-2(3H)-ylidene]urea","DRUG"
"3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide","3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide","DRUG"
"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol","3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol","DRUG"
"4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE","4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE","DRUG"
"CHEMBL2363042","CHEMBL2363042","DRUG"
"GEMZAR","GEMZAR","DRUG"
"GEMCITABINE HYDROCHLORIDE","GEMCITABINE HYDROCHLORIDE","DRUG"
"Gemcitabine HCl","Gemcitabine HCl","DRUG"
"Depocyte","Depocyte","DRUG"
"Alexan","Alexan","DRUG"
"Oforta","Oforta","DRUG"
"CLOLAR","CLOLAR","DRUG"
"EVOLTRA","EVOLTRA","DRUG"
"Cladribine","Cladribine","DRUG"
"Nelarabine","Nelarabine","DRUG"
"MITIGARE","MITIGARE","DRUG"
"Colchicine","Colchicine","DRUG"
"CROLIBULIN","CROLIBULIN","DRUG"
"TRASTUZUMAB-MCC-DM1 T-DM1","TRASTUZUMAB-MCC-DM1 T-DM1","DRUG"
"XYOTAX","XYOTAX","DRUG"
"Paclitaxel","Paclitaxel","DRUG"
"ADCETRIS","ADCETRIS","DRUG"
"COLCRYS","COLCRYS","DRUG"
"cAC10-vcMMAE","cAC10-vcMMAE","DRUG"
"Taxol 100","Taxol 100","DRUG"
"VINBLASTINE","VINBLASTINE","DRUG"
"JEVTANA KIT","JEVTANA KIT","DRUG"
"AL-208","AL-208","DRUG"
"EPC2407","EPC2407","DRUG"
"CABAZITAXEL","CABAZITAXEL","DRUG"
"FOSBRETABULIN","FOSBRETABULIN","DRUG"
"SAGOPILONE","SAGOPILONE","DRUG"
"AL-108","AL-108","DRUG"
"BRENTUXIMAB VEDOTIN","BRENTUXIMAB VEDOTIN","DRUG"
"Milatuzumab","Milatuzumab","DRUG"
"CHEMBL4692","CHEMBL4692","DRUG"
"RO4917838","RO4917838","DRUG"
"CHEMBL2337","CHEMBL2337","DRUG"
"Satralizumab","Satralizumab","DRUG"
"CHEMBL3137266","CHEMBL3137266","DRUG"
"CSL-360","CSL-360","DRUG"
"CHEMBL3712987","CHEMBL3712987","DRUG"
"Sarilumab","Sarilumab","DRUG"
"Tocilizumab","Tocilizumab","DRUG"
"Tagraxofusp","Tagraxofusp","DRUG"
"Kevzara","Kevzara","DRUG"
"SAR-153191","SAR-153191","DRUG"
"REG-N88","REG-N88","DRUG"
"IL13-PE38","IL13-PE38","DRUG"
"CINTREDEKIN BESUDOTOX","CINTREDEKIN BESUDOTOX","DRUG"
"Pantoprazole Sodium","Pantoprazole Sodium","DRUG"
"Protonix Iv","Protonix Iv","DRUG"
"CHEMBL2095173","CHEMBL2095173","DRUG"
"Esomeprazole Magnesium","Esomeprazole Magnesium","DRUG"
"NEXIUM","NEXIUM","DRUG"
"Nexium 24hr","Nexium 24hr","DRUG"
"H199/18 Magnesium Trihydrate","H199/18 Magnesium Trihydrate","DRUG"
"DEXLANSOPRAZOLE","DEXLANSOPRAZOLE","DRUG"
"T-168390","T-168390","DRUG"
"DEXILANT SOLUTAB","DEXILANT SOLUTAB","DRUG"
"Kapidex","Kapidex","DRUG"
"TAK-390","TAK-390","DRUG"
"DEXILANT","DEXILANT","DRUG"
"ACIPHEX","ACIPHEX","DRUG"
"Aciphex sprinkle","Aciphex sprinkle","DRUG"
"PARIET","PARIET","DRUG"
"RABEPRAZOLE SODIUM","RABEPRAZOLE SODIUM","DRUG"
"LY-307640","LY-307640","DRUG"
"LOSEC MUPS","LOSEC MUPS","DRUG"
"OMERAN","OMERAN","DRUG"
"MEZZOPRAM","MEZZOPRAM","DRUG"
"Zanprol","Zanprol","DRUG"
"H 168/68","H 168/68","DRUG"
"Mopral","Mopral","DRUG"
"NEXIUM IV","NEXIUM IV","DRUG"
"H199/18 Sodium","H199/18 Sodium","DRUG"
"Esomeprazole Sodium","Esomeprazole Sodium","DRUG"
"ESOMEPRAZOLE STRONTIUM","ESOMEPRAZOLE STRONTIUM","DRUG"
"FM0F67","FM0F67","DRUG"
"Omeprazole Magnesium","Omeprazole Magnesium","DRUG"
"PRILOSEC OTC","PRILOSEC OTC","DRUG"
"H 168/68 Magnesium","H 168/68 Magnesium","DRUG"
"PREVACID IV","PREVACID IV","DRUG"
"OPIREN","OPIREN","DRUG"
"ZOTON","ZOTON","DRUG"
"LANSOPRAZOLE","LANSOPRAZOLE","DRUG"
"Digitoxoside","Digitoxoside","DRUG"
"Nativelle Digitaline","Nativelle Digitaline","DRUG"
"Crystodigin","Crystodigin","DRUG"
"DIGITOXIN","DIGITOXIN","DRUG"
"DIGIMERCK","DIGIMERCK","DRUG"
"CHEMBL2095186","CHEMBL2095186","DRUG"
"Deslanoside","Deslanoside","DRUG"
"Cedilanid-D","Cedilanid-D","DRUG"
"Desacetyl-Lanatoside C","Desacetyl-Lanatoside C","DRUG"
"Acetyldigitoxin","Acetyldigitoxin","DRUG"
"ACYLANID","ACYLANID","DRUG"
"Lanoxin-125","Lanoxin-125","DRUG"
"LANOXIN PEDIATRIC","LANOXIN PEDIATRIC","DRUG"
"Lanoxicaps","Lanoxicaps","DRUG"
"Lanoxin-PG","Lanoxin-PG","DRUG"
"Esomeprazole","Esomeprazole","DRUG"
"Potassium gluconate","Potassium gluconate","DRUG"
"Rabeprazole","Rabeprazole","DRUG"
"Almitrine","Almitrine","DRUG"
"Ciclopirox","Ciclopirox","DRUG"
"Istaroxime","Istaroxime","DRUG"
"Magnesium acetate","Magnesium acetate","DRUG"
"Magnesium cation","Magnesium cation","DRUG"
"Magnesium gluconate","Magnesium gluconate","DRUG"
"Magnesium lactate","Magnesium lactate","DRUG"
"Magnesium levulinate","Magnesium levulinate","DRUG"
"Ouabain","Ouabain","DRUG"
"Potassium acetate","Potassium acetate","DRUG"
"Potassium cation","Potassium cation","DRUG"
"Potassium sulfate","Potassium sulfate","DRUG"
"Rubidium Rb-82","Rubidium Rb-82","DRUG"
"Trichlormethiazide","Trichlormethiazide","DRUG"
"NEXIUM CONTROL","NEXIUM CONTROL","DRUG"
"PANTOLOC CONTROL","PANTOLOC CONTROL","DRUG"
"Nexium I.V.","Nexium I.V.","DRUG"
"Emozul","Emozul","DRUG"
"NORCYNT","NORCYNT","DRUG"
"BE5895","BE5895","DRUG"
"FISIOTENS","FISIOTENS","DRUG"
"CYNT","CYNT","DRUG"
"Normatens","Normatens","DRUG"
"BDF5896","BDF5896","DRUG"
"Nucynt","Nucynt","DRUG"
"PHYSIOTENS","PHYSIOTENS","DRUG"
"CHEMBL3923","CHEMBL3923","DRUG"
"Agmatine","Agmatine","DRUG"
"Tizanidine","Tizanidine","DRUG"
"Fibricor","Fibricor","DRUG"
"FENOFIBRIC ACID","FENOFIBRIC ACID","DRUG"
"Lipanthyl","Lipanthyl","DRUG"
"Trilipix","Trilipix","DRUG"
"Supralip","Supralip","DRUG"
"Lipofen","Lipofen","DRUG"
"Fenocor-67","Fenocor-67","DRUG"
"Fenogal","Fenogal","DRUG"
"Lofibra","Lofibra","DRUG"
"CHEMBL239","CHEMBL239","DRUG"
"DRF-10945","DRF-10945","DRUG"
"Tesaglitazar","Tesaglitazar","DRUG"
"GALIDA","GALIDA","DRUG"
"Choline fenofibrate","Choline fenofibrate","DRUG"
"ABT-335","ABT-335","DRUG"
"AVE-8134","AVE-8134","DRUG"
"Atromid-S","Atromid-S","DRUG"
"CHLORFENISATE","CHLORFENISATE","DRUG"
"AY-61123","AY-61123","DRUG"
"Atromid","Atromid","DRUG"
"ICI-28257","ICI-28257","DRUG"
"CLOFIBRATE","CLOFIBRATE","DRUG"
"Lipantil Micro 67","Lipantil Micro 67","DRUG"
"Supralip 160","Supralip 160","DRUG"
"TRICOR","TRICOR","DRUG"
"LIPANTIL MICRO 267","LIPANTIL MICRO 267","DRUG"
"LIPIDIL","LIPIDIL","DRUG"
"Fenoglide","Fenoglide","DRUG"
"Ro-0728804","Ro-0728804","DRUG"
"WIN 35833","WIN 35833","DRUG"
"MODALIM","MODALIM","DRUG"
"CIPROFIBRATE","CIPROFIBRATE","DRUG"
"ZYH7","ZYH7","DRUG"
"KB-68984","KB-68984","DRUG"
"LY-674","LY-674","DRUG"
"LY-518674","LY-518674","DRUG"
"K-877","K-877","DRUG"
"CP-778875","CP-778875","DRUG"
"MURAGLITAZAR","MURAGLITAZAR","DRUG"
"EMFIB","EMFIB","DRUG"
"GW590735","GW590735","DRUG"
"2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID","2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID","DRUG"
"Caprylic acid","Caprylic acid","DRUG"
"Cardarine","Cardarine","DRUG"
"Clinofibrate","Clinofibrate","DRUG"
"Dexibuprofen","Dexibuprofen","DRUG"
"Elafibranor","Elafibranor","DRUG"
"Ertiprotafib","Ertiprotafib","DRUG"
"Fenoprofen","Fenoprofen","DRUG"
"Flufenamic Acid","Flufenamic Acid","DRUG"
"Icosapent","Icosapent","DRUG"
"Indeglitazar","Indeglitazar","DRUG"
"Isoflavone","Isoflavone","DRUG"
"Lauric acid","Lauric acid","DRUG"
"Leukotriene B4","Leukotriene B4","DRUG"
"N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide","N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide","DRUG"
"Oleic Acid","Oleic Acid","DRUG"
"Omega-3 fatty acids","Omega-3 fatty acids","DRUG"
"Palmitic Acid","Palmitic Acid","DRUG"
"Pioglitazone","Pioglitazone","DRUG"
"Prasterone","Prasterone","DRUG"
"Ragaglitazar","Ragaglitazar","DRUG"
"Reglitazar","Reglitazar","DRUG"
"Soybean oil","Soybean oil","DRUG"
"Stearic acid","Stearic acid","DRUG"
"Valproic Acid","Valproic Acid","DRUG"
"Avage","Avage","DRUG"
"FABIOR","FABIOR","DRUG"
"Differin","Differin","DRUG"
"Tazorac","Tazorac","DRUG"
"Retin-a-micro","Retin-a-micro","DRUG"
"AMNESTEEM","AMNESTEEM","DRUG"
"AGN 190168","AGN 190168","DRUG"
"CD 271","CD 271","DRUG"
"Avita","Avita","DRUG"
"SOTRET","SOTRET","DRUG"
"Zorac","Zorac","DRUG"
"ZENATANE","ZENATANE","DRUG"
"Vesanoid","Vesanoid","DRUG"
"Bezagen XL","Bezagen XL","DRUG"
"Liparol XL","Liparol XL","DRUG"
"FIBRAZATE XL","FIBRAZATE XL","DRUG"
"Zimbacol XL","Zimbacol XL","DRUG"
"NRX-195183","NRX-195183","DRUG"
"AGN-195183","AGN-195183","DRUG"
"VTP-195183","VTP-195183","DRUG"
"IRX5183","IRX5183","DRUG"
"REGN1500","REGN1500","DRUG"
"EVINACUMAB","EVINACUMAB","DRUG"
"CHEMBL3710485","CHEMBL3710485","DRUG"
"CHEMBL2364159","CHEMBL2364159","DRUG"
"BOTOX COSMETIC","BOTOX COSMETIC","DRUG"
"Onaclostox","Onaclostox","DRUG"
"Abobotulinumtoxina","Abobotulinumtoxina","DRUG"
"Botulinum toxin type A","Botulinum toxin type A","DRUG"
"Prolia","Prolia","DRUG"
"Xgeva","Xgeva","DRUG"
"Prolia, Ranmark Xgeva","Prolia, Ranmark Xgeva","DRUG"
"CHEMBL2364162","CHEMBL2364162","DRUG"
"AMGN-0007","AMGN-0007","DRUG"
"THALOMID","THALOMID","DRUG"
"Imnovid","Imnovid","DRUG"
"BARDOXOLONE METHYL","BARDOXOLONE METHYL","DRUG"
"NSC-713200","NSC-713200","DRUG"
"Dimethyl Fumarate","Dimethyl Fumarate","DRUG"
"RTA-402","RTA-402","DRUG"
"DIMETHYL FUMAR","DIMETHYL FUMAR","DRUG"
"Tecfidera","Tecfidera","DRUG"
"CDDO-Me","CDDO-Me","DRUG"
"AZL 0 211089","AZL 0 211089","DRUG"
"AZL-0211089","AZL-0211089","DRUG"
"CHEMBL5122","CHEMBL5122","DRUG"
"Redectane","Redectane","DRUG"
"IODINE I 124 GIRENTUXIMAB","IODINE I 124 GIRENTUXIMAB","DRUG"
"cG250 (124I)","cG250 (124I)","DRUG"
"124ICG250","124ICG250","DRUG"
"CHEMBL3594","CHEMBL3594","DRUG"
"CG250","CG250","DRUG"
"CG250 111IN","CG250 111IN","DRUG"
"CG-250 (111In)","CG-250 (111In)","DRUG"
"CG250 177LU","CG250 177LU","DRUG"
"CG-250 (177Lu)","CG-250 (177Lu)","DRUG"
"CA9-SCAN CG250","CA9-SCAN CG250","DRUG"
"Rencarex","Rencarex","DRUG"
"WX-G250","WX-G250","DRUG"
"GIRENTUXIMAB","GIRENTUXIMAB","DRUG"
"IMMU-130","IMMU-130","DRUG"
"Labetuzumab govitecan","Labetuzumab govitecan","DRUG"
"CHEMBL3712881","CHEMBL3712881","DRUG"
"HMN-14","HMN-14","DRUG"
"CEA-Cide","CEA-Cide","DRUG"
"90Y-CT84.66","90Y-CT84.66","DRUG"
"MEDI-565","MEDI-565","DRUG"
