"Source","Target","score"
"ADGRL2","ALZHEIMER'S DISEASE",0.218649491257629
"AC034102.2","ALZHEIMER'S DISEASE",0.218520245727245
"COL12A1","ALZHEIMER'S DISEASE",0.218520245727245
"CBS","ALZHEIMER'S DISEASE",0.217933265149334
"B3GALT2","ALZHEIMER'S DISEASE",0.217429291509345
"FST","ALZHEIMER'S DISEASE",0.217429291509345
"PAX5","ALZHEIMER'S DISEASE",0.217287042164041
"PNPLA7","ALZHEIMER'S DISEASE",0.21674909434395
"TGFB2","ALZHEIMER'S DISEASE",0.21674909434395
"CDH13","ALZHEIMER'S DISEASE",0.215616427809272
"DST","ALZHEIMER'S DISEASE",0.215339456854257
"FGF2","ALZHEIMER'S DISEASE",0.21506637768608
"PLCL1","ALZHEIMER'S DISEASE",0.21487918363414
"GSK3A","ALZHEIMER'S DISEASE",0.214715012797514
"UBXN11","ALZHEIMER'S DISEASE",0.2145418305181
"HERC2","ALZHEIMER'S DISEASE",0.214239943395082
"WAC","ALZHEIMER'S DISEASE",0.213789333333333
"HTR3A","ALZHEIMER'S DISEASE",0.213555111111111
"AGPAT5","ALZHEIMER'S DISEASE",0.213264666955735
"GLP1R","ALZHEIMER'S DISEASE",0.211605938504577
"ATP2B1","ALZHEIMER'S DISEASE",0.21144
"COL13A1","ALZHEIMER'S DISEASE",0.211069674495078
"CYP26B1","ALZHEIMER'S DISEASE",0.210810773163522
"G3BP1","ALZHEIMER'S DISEASE",0.210245475892428
"HTR1E","ALZHEIMER'S DISEASE",0.210034333188799
"BCL9","ALZHEIMER'S DISEASE",0.210034333188799
"CLDN18","ALZHEIMER'S DISEASE",0.210034333188799
"SV2A","ALZHEIMER'S DISEASE",0.210023889455782
"HSD17B12","ALZHEIMER'S DISEASE",0.209017801968534
"USP10","ALZHEIMER'S DISEASE",0.208873949984654
"MKKS","ALZHEIMER'S DISEASE",0.207608707087075
"PTPRU","ALZHEIMER'S DISEASE",0.207394958320545
"PSMC6","ALZHEIMER'S DISEASE",0.206701087080083
"GATB","ALZHEIMER'S DISEASE",0.205862952170196
"ZNF462","ALZHEIMER'S DISEASE",0.205685316054785
"DYNLRB2","ALZHEIMER'S DISEASE",0.205566666666667
"PPT1","ALZHEIMER'S DISEASE",0.205256836616899
"ANO3","ALZHEIMER'S DISEASE",0.205027739563763
"CSF2RA","ALZHEIMER'S DISEASE",0.205
"IMPA1","ALZHEIMER'S DISEASE",0.205
"CHST1","ALZHEIMER'S DISEASE",0.204989997877852
"AC005833.1","ALZHEIMER'S DISEASE",0.204595475892428
"PPP1R42","ALZHEIMER'S DISEASE",0.204595475892428
"SORCS3","ALZHEIMER'S DISEASE",0.204595475892428
"SETD7","ALZHEIMER'S DISEASE",0.204595475892428
"EYA4","ALZHEIMER'S DISEASE",0.204595475892428
"SGK3","ALZHEIMER'S DISEASE",0.204595475892428
"ARVCF","ALZHEIMER'S DISEASE",0.204595475892428
"REL","ALZHEIMER'S DISEASE",0.204367801968534
"BRAF","ALZHEIMER'S DISEASE",0.204362364580581
"GABRB3","ALZHEIMER'S DISEASE",0.204278707800343
"RBX1","ALZHEIMER'S DISEASE",0.204221610828639
"IFNAR1","ALZHEIMER'S DISEASE",0.2041
"TMEM106B","ALZHEIMER'S DISEASE",0.20408209452573
"CYSLTR1","ALZHEIMER'S DISEASE",0.2036
"KRAS","ALZHEIMER'S DISEASE",0.203230333766935
"CYFIP2","ALZHEIMER'S DISEASE",0.203136480736589
"BBS2","ALZHEIMER'S DISEASE",0.202824304799534
"HSPG2","ALZHEIMER'S DISEASE",0.202696292438242
"RELN","ALZHEIMER'S DISEASE",0.202569837845142
"ARHGAP33","ALZHEIMER'S DISEASE",0.202505225733376
"IFNAR2","ALZHEIMER'S DISEASE",0.20229737076755
"MANF","ALZHEIMER'S DISEASE",0.202
"HID1","ALZHEIMER'S DISEASE",0.201525249685356
"WDFY3","ALZHEIMER'S DISEASE",0.201364288389048
"TULP4","ALZHEIMER'S DISEASE",0.201012130628558
"HTR3D","ALZHEIMER'S DISEASE",0.2
"HTR3E","ALZHEIMER'S DISEASE",0.2
"HTR3C","ALZHEIMER'S DISEASE",0.2
"SOX11","ALZHEIMER'S DISEASE",0.2
"FOXG1","ALZHEIMER'S DISEASE",0.2
"PAH","ALZHEIMER'S DISEASE",0.2
"DDB1","ALZHEIMER'S DISEASE",0.2
"HTR3B","ALZHEIMER'S DISEASE",0.2
"CACNA1B","ALZHEIMER'S DISEASE",0.2
"CUL4A","ALZHEIMER'S DISEASE",0.2
"KIF20B","ALZHEIMER'S DISEASE",0.2
"CRBN","ALZHEIMER'S DISEASE",0.2
"KLHL4","ALZHEIMER'S DISEASE",0.2
"ASNS","ALZHEIMER'S DISEASE",0.2
"MICAL2","ALZHEIMER'S DISEASE",0.199217414052522
"PPP1R21","ALZHEIMER'S DISEASE",0.198633995173887
"TM2D3","ALZHEIMER'S DISEASE",0.198319826499548
"HTR7","ALZHEIMER'S DISEASE",0.198218955500769
"KRR1","ALZHEIMER'S DISEASE",0.198202928978524
"UCP1","ALZHEIMER'S DISEASE",0.197295603937068
"SGK1","ALZHEIMER'S DISEASE",0.197246244390596
"NR2C1","ALZHEIMER'S DISEASE",0.196893540694719
"VAMP1","ALZHEIMER'S DISEASE",0.196325292286026
"NR3C2","ALZHEIMER'S DISEASE",0.196028667722727
"FAM163A","ALZHEIMER'S DISEASE",0.195440477328699
"AGBL1","ALZHEIMER'S DISEASE",0.195401618451522
"C3orf67","ALZHEIMER'S DISEASE",0.195401618451522
"CDKAL1","ALZHEIMER'S DISEASE",0.195401618451522
"COL4A4","ALZHEIMER'S DISEASE",0.195401618451522
"FARP1","ALZHEIMER'S DISEASE",0.195133142809301
"CST1","ALZHEIMER'S DISEASE",0.195018864698132
"DDX25","ALZHEIMER'S DISEASE",0.195010938263747
"SLC14A2","ALZHEIMER'S DISEASE",0.194798393374878
"LRP8","ALZHEIMER'S DISEASE",0.193835
"SYPL1","ALZHEIMER'S DISEASE",0.193373064369845
"ZC3H12A","ALZHEIMER'S DISEASE",0.193158633290987
"AICDA","ALZHEIMER'S DISEASE",0.192441857440906
"BCL11A","ALZHEIMER'S DISEASE",0.19224
"METAP1","ALZHEIMER'S DISEASE",0.192044343023339
"DAB1","ALZHEIMER'S DISEASE",0.191951049352292
"CHN2","ALZHEIMER'S DISEASE",0.191678912393911
"CADPS2","ALZHEIMER'S DISEASE",0.190907761010617
"FOXF1","ALZHEIMER'S DISEASE",0.190272923706749
"HNRNPA3","ALZHEIMER'S DISEASE",0.190223405905603
"TRH","ALZHEIMER'S DISEASE",0.190051305404156
"SH3RF1","ALZHEIMER'S DISEASE",0.190023556611616
"OTOF","ALZHEIMER'S DISEASE",0.190023556611616
"LAMA1","ALZHEIMER'S DISEASE",0.190023556611616
"ZNF90","ALZHEIMER'S DISEASE",0.189965666811201
"MARCHF11","ALZHEIMER'S DISEASE",0.189965666811201
"FAM20C","ALZHEIMER'S DISEASE",0.189965666811201
"OTOP1","ALZHEIMER'S DISEASE",0.189965666811201
"DPT","ALZHEIMER'S DISEASE",0.189965666811201
"IRX4","ALZHEIMER'S DISEASE",0.189965666811201
"ZNRF4","ALZHEIMER'S DISEASE",0.189965666811201
"CSNK2A1","ALZHEIMER'S DISEASE",0.189965666811201
"TNRC6C","ALZHEIMER'S DISEASE",0.189965666811201
"TFAP2B","ALZHEIMER'S DISEASE",0.189965666811201
"SLC25A13","ALZHEIMER'S DISEASE",0.189965666811201
"CDK5RAP2","ALZHEIMER'S DISEASE",0.18986
"CASP4","ALZHEIMER'S DISEASE",0.189768180398233
"PLPPR4","ALZHEIMER'S DISEASE",0.188675711245615
"KCNN2","ALZHEIMER'S DISEASE",0.188190302584123
"AC004593.3","ALZHEIMER'S DISEASE",0.187978912393911
"INSIG1","ALZHEIMER'S DISEASE",0.187978912393911
"HYI","ALZHEIMER'S DISEASE",0.187978912393911
"WDR41","ALZHEIMER'S DISEASE",0.187978912393911
"DCAF7","ALZHEIMER'S DISEASE",0.187978912393911
"CST8","ALZHEIMER'S DISEASE",0.187946666666667
"TUSC1","ALZHEIMER'S DISEASE",0.187907997792759
"SYK","ALZHEIMER'S DISEASE",0.187658583188799
"ZC3H12C","ALZHEIMER'S DISEASE",0.187412325063451
"CPS1","ALZHEIMER'S DISEASE",0.187231333622401
"LPAR1","ALZHEIMER'S DISEASE",0.186563908520548
"ZNF813","ALZHEIMER'S DISEASE",0.186207761010617
"PDCD1LG2","ALZHEIMER'S DISEASE",0.186207761010617
"COL18A1","ALZHEIMER'S DISEASE",0.186207761010617
"L3MBTL4","ALZHEIMER'S DISEASE",0.186207761010617
"DLX5","ALZHEIMER'S DISEASE",0.186207761010617
"RAB3D","ALZHEIMER'S DISEASE",0.186207761010617
"MSH2","ALZHEIMER'S DISEASE",0.186207761010617
"NRXN1","ALZHEIMER'S DISEASE",0.185778568452415
"ERBB4","ALZHEIMER'S DISEASE",0.185116954657399
"AHCYL1","ALZHEIMER'S DISEASE",0.184999058390432
"GGACT","ALZHEIMER'S DISEASE",0.18464549477171
"LHX1","ALZHEIMER'S DISEASE",0.184095958176011
"KCTD8","ALZHEIMER'S DISEASE",0.184095958176011
"MYRFL","ALZHEIMER'S DISEASE",0.184095958176011
"KBTBD8","ALZHEIMER'S DISEASE",0.184095958176011
"RPL7","ALZHEIMER'S DISEASE",0.184095958176011
"KIF16B","ALZHEIMER'S DISEASE",0.184095958176011
"SFSWAP","ALZHEIMER'S DISEASE",0.184095958176011
"RALYL","ALZHEIMER'S DISEASE",0.183993970185175
"TFAP2A","ALZHEIMER'S DISEASE",0.183811624987212
"CDCA7L","ALZHEIMER'S DISEASE",0.183531333622401
"STRADA","ALZHEIMER'S DISEASE",0.183248
"SPRED2","ALZHEIMER'S DISEASE",0.183248
"C10orf71","ALZHEIMER'S DISEASE",0.183248
"NRG3","ALZHEIMER'S DISEASE",0.183150531364799
"CHRM2","ALZHEIMER'S DISEASE",0.182636624987212
"LINGO2","ALZHEIMER'S DISEASE",0.182594998938926
"ETV1","ALZHEIMER'S DISEASE",0.181385599553671
"DEFB131A","ALZHEIMER'S DISEASE",0.180874468635201
"ARHGAP12","ALZHEIMER'S DISEASE",0.180874468635201
"FAM193B","ALZHEIMER'S DISEASE",0.180370724724482
"NEUROD6","ALZHEIMER'S DISEASE",0.18027910505077
"C9orf92","ALZHEIMER'S DISEASE",0.179931333622401
"ZNF438","ALZHEIMER'S DISEASE",0.179931333622401
"SP3","ALZHEIMER'S DISEASE",0.179931333622401
"NEPRO","ALZHEIMER'S DISEASE",0.179931333622401
"KCTD1","ALZHEIMER'S DISEASE",0.179931333622401
"DYRK2","ALZHEIMER'S DISEASE",0.179931333622401
"CDH7","ALZHEIMER'S DISEASE",0.179931333622401
"TRIM56","ALZHEIMER'S DISEASE",0.179743799667394
"MRPL39","ALZHEIMER'S DISEASE",0.179140409273074
"LRIG3","ALZHEIMER'S DISEASE",0.179122000433602
"PCDH7","ALZHEIMER'S DISEASE",0.178573701830894
"CTNND2","ALZHEIMER'S DISEASE",0.178531727853382
"LRAT","ALZHEIMER'S DISEASE",0.178105475696964
"TEX33","ALZHEIMER'S DISEASE",0.177638637637759
"BMP1","ALZHEIMER'S DISEASE",0.176860987019694
"PDE9A","ALZHEIMER'S DISEASE",0.17676452324263
"IMPG1","ALZHEIMER'S DISEASE",0.176737497989119
"ADAM18","ALZHEIMER'S DISEASE",0.176700999855466
"CCDC112","ALZHEIMER'S DISEASE",0.176700999855466
"MDGA2","ALZHEIMER'S DISEASE",0.176700999855466
"ZSWIM6","ALZHEIMER'S DISEASE",0.176700999855466
"GDAP1L1","ALZHEIMER'S DISEASE",0.176700999855466
"SLC24A2","ALZHEIMER'S DISEASE",0.176435782180424
"CD55","ALZHEIMER'S DISEASE",0.176341024628666
"PRDM1","ALZHEIMER'S DISEASE",0.176138251314008
"ZHX2","ALZHEIMER'S DISEASE",0.175663239344392
"CD300LG","ALZHEIMER'S DISEASE",0.175406359949184
"C9orf72","ALZHEIMER'S DISEASE",0.174156544871093
"ATP6V0E2","ALZHEIMER'S DISEASE",0.174061624987212
"NPAS2","ALZHEIMER'S DISEASE",0.173802270603735
"JCAD","ALZHEIMER'S DISEASE",0.173802270603735
"F2RL1","ALZHEIMER'S DISEASE",0.173639444444444
"SIK1","ALZHEIMER'S DISEASE",0.173518996055918
"TTLL7","ALZHEIMER'S DISEASE",0.17351172135707
"DAOA","ALZHEIMER'S DISEASE",0.173153333333333
"C16orf72","ALZHEIMER'S DISEASE",0.173020729331642
"PPP4R3A","ALZHEIMER'S DISEASE",0.171884087086723
"SLC4A3","ALZHEIMER'S DISEASE",0.171845198604818
"HS3ST3B1","ALZHEIMER'S DISEASE",0.171830065332858
"SUDS3","ALZHEIMER'S DISEASE",0.171830065332858
"NPVF","ALZHEIMER'S DISEASE",0.171830065332858
"AGA","ALZHEIMER'S DISEASE",0.171830065332858
"SERINC5","ALZHEIMER'S DISEASE",0.171724257638258
"OLA1","ALZHEIMER'S DISEASE",0.171272486692198
"FAM49A","ALZHEIMER'S DISEASE",0.169897000433602
"FTMT","ALZHEIMER'S DISEASE",0.169897000433602
"LRRIQ3","ALZHEIMER'S DISEASE",0.169897000433602
"MKI67","ALZHEIMER'S DISEASE",0.169897000433602
"BCL10","ALZHEIMER'S DISEASE",0.169897000433602
"IL21","ALZHEIMER'S DISEASE",0.169897000433602
"ASB3","ALZHEIMER'S DISEASE",0.169897000433602
"CPSF6","ALZHEIMER'S DISEASE",0.169897000433602
"CXCR4","ALZHEIMER'S DISEASE",0.169728120271947
"HS3ST3A1","ALZHEIMER'S DISEASE",0.169665299957654
"STK31","ALZHEIMER'S DISEASE",0.168191916352022
"C9orf152","ALZHEIMER'S DISEASE",0.168191916352022
"SEMA3E","ALZHEIMER'S DISEASE",0.168191916352022
"ACTBL2","ALZHEIMER'S DISEASE",0.168191916352022
"ST6GAL2","ALZHEIMER'S DISEASE",0.168191916352022
"KIFC3","ALZHEIMER'S DISEASE",0.168191916352022
"PMAIP1","ALZHEIMER'S DISEASE",0.166730072572269
"PFKP","ALZHEIMER'S DISEASE",0.165836486143153
"PLET1","ALZHEIMER'S DISEASE",0.165528329311572
"CTHRC1","ALZHEIMER'S DISEASE",0.164453333333333
"IQUB","ALZHEIMER'S DISEASE",0.164453333333333
"CDC5L","ALZHEIMER'S DISEASE",0.164453333333333
"TF","ALZHEIMER'S DISEASE",0.163560285766444
"SEMA6A","ALZHEIMER'S DISEASE",0.162401648248714
"KIAA0232","ALZHEIMER'S DISEASE",0.160896260027481
"TANC2","ALZHEIMER'S DISEASE",0.15828
"SCGN","ALZHEIMER'S DISEASE",0.158142777777778
"PTPN1","ALZHEIMER'S DISEASE",0.157978514810261
"OR4C12","ALZHEIMER'S DISEASE",0.157381135301868
"CNEP1R1","ALZHEIMER'S DISEASE",0.157381135301868
"FOXB2","ALZHEIMER'S DISEASE",0.157381135301868
"FOXE1","ALZHEIMER'S DISEASE",0.157381135301868
"CSMD3","ALZHEIMER'S DISEASE",0.157381135301868
"FAM170A","ALZHEIMER'S DISEASE",0.157381135301868
"CDH8","ALZHEIMER'S DISEASE",0.157381135301868
"SLC39A8","ALZHEIMER'S DISEASE",0.157381135301868
"MARCKS","ALZHEIMER'S DISEASE",0.156235226305102
"NGLY1","ALZHEIMER'S DISEASE",0.155387075616934
"FAT1","ALZHEIMER'S DISEASE",0.154651971432477
"ERCC6L2","ALZHEIMER'S DISEASE",0.153244164655786
"CHMP6","ALZHEIMER'S DISEASE",0.153244164655786
"SESN3","ALZHEIMER'S DISEASE",0.153244164655786
"SCML4","ALZHEIMER'S DISEASE",0.153244164655786
"GSC","ALZHEIMER'S DISEASE",0.153244164655786
"GBE1","ALZHEIMER'S DISEASE",0.153244164655786
"SMARCD2","ALZHEIMER'S DISEASE",0.153244164655786
"SYT1","ALZHEIMER'S DISEASE",0.152802969337571
"HAND1","ALZHEIMER'S DISEASE",0.152357198031466
"IL6","ALZHEIMER'S DISEASE",0.151004282732154
"OTOGL","ALZHEIMER'S DISEASE",0.150433402068548
"ZBED5","ALZHEIMER'S DISEASE",0.150390149047386
"N6AMT1","ALZHEIMER'S DISEASE",0.150308937270402
"ZNF599","ALZHEIMER'S DISEASE",0.150308937270402
"DDX18","ALZHEIMER'S DISEASE",0.150308937270402
"CDH19","ALZHEIMER'S DISEASE",0.150308937270402
"ZNF804A","ALZHEIMER'S DISEASE",0.14987196662432
"RAB4A","ALZHEIMER'S DISEASE",0.149844917980675
"UBE2E2","ALZHEIMER'S DISEASE",0.149732198031466
"EIF2S2","ALZHEIMER'S DISEASE",0.149354618764566
"PARP11","ALZHEIMER'S DISEASE",0.149274763091966
"ALOX12","ALZHEIMER'S DISEASE",0.148999163379932
"CD24","ALZHEIMER'S DISEASE",0.148032198031466
"SDHAF3","ALZHEIMER'S DISEASE",0.148032198031466
"SEPTIN5","ALZHEIMER'S DISEASE",0.148032198031466
"EN2","ALZHEIMER'S DISEASE",0.148032198031466
"PROK2","ALZHEIMER'S DISEASE",0.147061739238936
"SYNM","ALZHEIMER'S DISEASE",0.147013187569753
"TRIM51GP","ALZHEIMER'S DISEASE",0.14617196662432
"ZNF117","ALZHEIMER'S DISEASE",0.14617196662432
"PDPK1","ALZHEIMER'S DISEASE",0.14617196662432
"ERGIC2","ALZHEIMER'S DISEASE",0.14617196662432
"ZNF804B","ALZHEIMER'S DISEASE",0.145428148943005
"B3GALT1","ALZHEIMER'S DISEASE",0.144599163379932
"KCNK1","ALZHEIMER'S DISEASE",0.144599163379932
"ANXA10","ALZHEIMER'S DISEASE",0.144599163379932
"HNRNPA1L2","ALZHEIMER'S DISEASE",0.143236739238936
"RAB1A","ALZHEIMER'S DISEASE",0.143236739238936
"ACTRT3","ALZHEIMER'S DISEASE",0.142034995978239
"KHDRBS2","ALZHEIMER'S DISEASE",0.142034995978239
"SLC28A1","ALZHEIMER'S DISEASE",0.142014526490994
"DACH1","ALZHEIMER'S DISEASE",0.14096
"PBX1","ALZHEIMER'S DISEASE",0.14096
"SERPINE1","ALZHEIMER'S DISEASE",0.140054420792632
"IL1B","ALZHEIMER'S DISEASE",0.138504283387063
"LMTK2","ALZHEIMER'S DISEASE",0.137809701235749
"NKX2-6","ALZHEIMER'S DISEASE",0.136046913092072
"CHAT","ALZHEIMER'S DISEASE",0.135944983763287
"MTNR1B","ALZHEIMER'S DISEASE",0.132969255546955
"TNFRSF1A","ALZHEIMER'S DISEASE",0.132832759704301
"ADORA2A","ALZHEIMER'S DISEASE",0.1323
"CHI3L1","ALZHEIMER'S DISEASE",0.131707527488062
"BARHL1","ALZHEIMER'S DISEASE",0.1316
"ABCA2","ALZHEIMER'S DISEASE",0.131070410072109
"BDNF","ALZHEIMER'S DISEASE",0.130723457676921
"DCHS2","ALZHEIMER'S DISEASE",0.130241034969833
"ENO2","ALZHEIMER'S DISEASE",0.130207434030655
"HCRT","ALZHEIMER'S DISEASE",0.128804608285032
"ADORA3","ALZHEIMER'S DISEASE",0.125
"ADORA2B","ALZHEIMER'S DISEASE",0.125
"VKORC1","ALZHEIMER'S DISEASE",0.125
"ADORA1","ALZHEIMER'S DISEASE",0.125
"ATP4A","ALZHEIMER'S DISEASE",0.125
"PLD3","ALZHEIMER'S DISEASE",0.124410944859001
"CCR5","ALZHEIMER'S DISEASE",0.12302935669257
"TARDBP","ALZHEIMER'S DISEASE",0.122439279620274
"GLIS3","ALZHEIMER'S DISEASE",0.120351404982725
"PPARD","ALZHEIMER'S DISEASE",0.116654116213489
"CHRM1","ALZHEIMER'S DISEASE",0.11536460139297
"HDAC6","ALZHEIMER'S DISEASE",0.113964518754733
"HRK","ALZHEIMER'S DISEASE",0.113961096238681
"HDAC2","ALZHEIMER'S DISEASE",0.113946768576034
"HTR4","ALZHEIMER'S DISEASE",0.113137504631649
"HDAC1","ALZHEIMER'S DISEASE",0.112715986453486
"ST13","ALZHEIMER'S DISEASE",0.111194018846247
"CRTC1","ALZHEIMER'S DISEASE",0.109454
"CTSD","ALZHEIMER'S DISEASE",0.108869770243825
"PPARA","ALZHEIMER'S DISEASE",0.10850254527232
"CLSTN1","ALZHEIMER'S DISEASE",0.107367
"HDAC3","ALZHEIMER'S DISEASE",0.1073
"NRGN","ALZHEIMER'S DISEASE",0.106845854071517
"SLC5A2","ALZHEIMER'S DISEASE",0.1058
"MAOA","ALZHEIMER'S DISEASE",0.105481428791412
"RCAN1","ALZHEIMER'S DISEASE",0.1049258265458
"KLK6","ALZHEIMER'S DISEASE",0.104777128358496
"INS","ALZHEIMER'S DISEASE",0.102567328552137
"PCSK9","ALZHEIMER'S DISEASE",0.100760815032102
"IDE","ALZHEIMER'S DISEASE",0.100558416673419
"CSF3R","ALZHEIMER'S DISEASE",0.1
"LEP","ALZHEIMER'S DISEASE",0.0995114604574686
"CALCR","ALZHEIMER'S DISEASE",0.0989477249937012
"CCL2","ALZHEIMER'S DISEASE",0.0988846244214798
"SCD","ALZHEIMER'S DISEASE",0.0980523713102935
"SYP","ALZHEIMER'S DISEASE",0.0975826847394584
"MSC","ALZHEIMER'S DISEASE",0.0969356832049631
"SUCLG2","ALZHEIMER'S DISEASE",0.0948814253324198
"KL","ALZHEIMER'S DISEASE",0.0944988211058734
"SST","ALZHEIMER'S DISEASE",0.0940001871680057
"STK11","ALZHEIMER'S DISEASE",0.0939528921563588
"BMPER","ALZHEIMER'S DISEASE",0.093548
"ZNF468","ALZHEIMER'S DISEASE",0.0934465567635647
"ZNF320","ALZHEIMER'S DISEASE",0.0934465567635647
"NGF","ALZHEIMER'S DISEASE",0.0932744983768468
"NPTN","ALZHEIMER'S DISEASE",0.0924
"IL2","ALZHEIMER'S DISEASE",0.0920573682162046
"CYCS","ALZHEIMER'S DISEASE",0.0907215305461686
"CD68","ALZHEIMER'S DISEASE",0.0904662272489446
"DIP2C","ALZHEIMER'S DISEASE",0.0901874433268296
"GRM7","ALZHEIMER'S DISEASE",0.0892122438134194
"SERPINA3","ALZHEIMER'S DISEASE",0.0891815434655245
"KCNIP3","ALZHEIMER'S DISEASE",0.0891309336734694
"NGFR","ALZHEIMER'S DISEASE",0.0887648301711776
"GFAP","ALZHEIMER'S DISEASE",0.0887299796660397
"GLUL","ALZHEIMER'S DISEASE",0.088671006338877
"OCLN","ALZHEIMER'S DISEASE",0.088547
"EXOC1L","ALZHEIMER'S DISEASE",0.0884502357860014
"MELTF","ALZHEIMER'S DISEASE",0.0883776666666667
"NLRP3","ALZHEIMER'S DISEASE",0.0881532189531421
"SIRT1","ALZHEIMER'S DISEASE",0.0877561759603267
"GHRH","ALZHEIMER'S DISEASE",0.0875142321113631
"VEGFA","ALZHEIMER'S DISEASE",0.0870993290020543
"IL10","ALZHEIMER'S DISEASE",0.0863962110409711
"IL34","ALZHEIMER'S DISEASE",0.0859788888888889
"PON1","ALZHEIMER'S DISEASE",0.0855100374918853
"CASP6","ALZHEIMER'S DISEASE",0.0852754319661962
"TPSG1","ALZHEIMER'S DISEASE",0.0844465618806193
"GAPDH","ALZHEIMER'S DISEASE",0.0842494673477705
"ADAMTS9","ALZHEIMER'S DISEASE",0.0835122438134194
"IGF1","ALZHEIMER'S DISEASE",0.08335075882618
"DBH","ALZHEIMER'S DISEASE",0.0832801803215624
"PRNP","ALZHEIMER'S DISEASE",0.0831447693628687
"DHCR24","ALZHEIMER'S DISEASE",0.0826255605905907
"MMP3","ALZHEIMER'S DISEASE",0.0825881415418327
"FGF1","ALZHEIMER'S DISEASE",0.0817255877098276
"SGCA","ALZHEIMER'S DISEASE",0.0814075675073134
"IAPP","ALZHEIMER'S DISEASE",0.0810075284660949
"CP","ALZHEIMER'S DISEASE",0.0809821504228665
"FABP3","ALZHEIMER'S DISEASE",0.0806134724351572
"NOS1","ALZHEIMER'S DISEASE",0.0806098173804618
"ACKR2","ALZHEIMER'S DISEASE",0.08036
"MFGE8","ALZHEIMER'S DISEASE",0.0802584108717561
"KCNV2","ALZHEIMER'S DISEASE",0.0799614846617951
"GSS","ALZHEIMER'S DISEASE",0.0798465482275952
"PTEN","ALZHEIMER'S DISEASE",0.0798145019971404
"IL1A","ALZHEIMER'S DISEASE",0.0796692611265966
"IGF1R","ALZHEIMER'S DISEASE",0.0795477707572905
"SERPINI1","ALZHEIMER'S DISEASE",0.0790790645420069
"NEDD9","ALZHEIMER'S DISEASE",0.0787114736977112
"GRK2","ALZHEIMER'S DISEASE",0.078401325648778
"IL6R","ALZHEIMER'S DISEASE",0.07822
"C6orf15","ALZHEIMER'S DISEASE",0.0780972222222222
"CALB2","ALZHEIMER'S DISEASE",0.077970042524036
"NPTX1","ALZHEIMER'S DISEASE",0.077681632405621
"EPO","ALZHEIMER'S DISEASE",0.0775652560778753
"UBQLN1","ALZHEIMER'S DISEASE",0.0773548375378138
"CD44","ALZHEIMER'S DISEASE",0.0773251861362647
"MSH6","ALZHEIMER'S DISEASE",0.0772780332587964
"S100A9","ALZHEIMER'S DISEASE",0.076485535839686
"MLN","ALZHEIMER'S DISEASE",0.0763612810339221
"MTOR","ALZHEIMER'S DISEASE",0.0762578936952515
"IL15","ALZHEIMER'S DISEASE",0.0761929886621315
"S100B","ALZHEIMER'S DISEASE",0.0761195199129218
"CRH","ALZHEIMER'S DISEASE",0.0761001149352206
"PPP1R9B","ALZHEIMER'S DISEASE",0.0760777777777778
"CXCL8","ALZHEIMER'S DISEASE",0.07602065516717
"CHMP2B","ALZHEIMER'S DISEASE",0.0757125953977166
"C16orf95","ALZHEIMER'S DISEASE",0.0755022269926927
"SEC11C","ALZHEIMER'S DISEASE",0.0755022269926927
"HTRA2","ALZHEIMER'S DISEASE",0.0751233097408844
"HGF","ALZHEIMER'S DISEASE",0.0747830915075949
"OGG1","ALZHEIMER'S DISEASE",0.0747735760896951
"A2M","ALZHEIMER'S DISEASE",0.074763558992483
"RBM19","ALZHEIMER'S DISEASE",0.0747444876268388
"AATF","ALZHEIMER'S DISEASE",0.0743364444444444
"MPO","ALZHEIMER'S DISEASE",0.074061031382157
"LRPAP1","ALZHEIMER'S DISEASE",0.0740133573079917
"NGB","ALZHEIMER'S DISEASE",0.0733906676795288
"CYP2D6","ALZHEIMER'S DISEASE",0.0732381777500495
"CASP3","ALZHEIMER'S DISEASE",0.0732355387860942
"CSNK1G3","ALZHEIMER'S DISEASE",0.0731960665175928
"TKT","ALZHEIMER'S DISEASE",0.0727614085492159
"ZGLP1","ALZHEIMER'S DISEASE",0.0725134578974013
"NTRK2","ALZHEIMER'S DISEASE",0.0724386783834666
"CST7","ALZHEIMER'S DISEASE",0.0724
"MME","ALZHEIMER'S DISEASE",0.0717634803905945
"MTHFR","ALZHEIMER'S DISEASE",0.0716363797086789
"HHEX","ALZHEIMER'S DISEASE",0.0715444444444445
"PLAU","ALZHEIMER'S DISEASE",0.0714953676704211
"LRP1","ALZHEIMER'S DISEASE",0.0714950417125018
"CSF1","ALZHEIMER'S DISEASE",0.0714270730676158
"CCL11","ALZHEIMER'S DISEASE",0.0713284356375547
"TTR","ALZHEIMER'S DISEASE",0.0710933205120741
"COMT","ALZHEIMER'S DISEASE",0.0707692218221699
"GMNC","ALZHEIMER'S DISEASE",0.0707247755630571
"PZP","ALZHEIMER'S DISEASE",0.0704833333333333
"ALOX5","ALZHEIMER'S DISEASE",0.0700492051906049
"CD14","ALZHEIMER'S DISEASE",0.0700469781256325
"GSTM1","ALZHEIMER'S DISEASE",0.069929485260771
"CYLC2","ALZHEIMER'S DISEASE",0.0699004705774067
"UGCG","ALZHEIMER'S DISEASE",0.069810408151138
"MTR","ALZHEIMER'S DISEASE",0.0697302222222222
"ROCK1","ALZHEIMER'S DISEASE",0.0696545555555556
